	Heart	Liver	Ovary	Testis	lung	Adrenal	Gallbladder	Pancreas	Kidney	esophagus	colon	Rectum	urinary_bladder	prostate	placenta
KIF27	0	0	0	8.52	0	0	0	0	0	0	0	0	0	0	0
LOC100128374	0	0	0	8.44	12.34	0	12.02	0	0	0	11.39	34.01	7.94	9.05	0
C15orf60	0	0	0	6.69	0	0	0	0	0	0	0	0	0	0	0
TCTE3	0	0	0	8.42	0	0	0	0	0	0	0	0	0	0	0
KIFC3	0	0	0	8.41	0	0	0	0	0	0	0	0	0	0	0
NBPF1	0	0	0	8.4	0	0	0	0	0	0	0	0	0	0	0
TEX38	0	0	0	8.38	0	0	0	0	0	0	0	0	0	0	0
APOBEC3D	0	0	0	8.38	0	0	0	0	0	0	0	0	0	0	0
KCTD18	0	0	0	8.35	0	0	0	12.09	0	0	0	0	0	0	0
C8orf37	0	0	0	8.35	0	0	0	0	0	0	0	0	0	0	0
FAM13A	0	0	0	8.34	0	2.09	0	2.42	0	0	0	0	0	0	8.02
SLC2A13	0	0	0	8.32	0	17.36	3.95	32.11	0	0	0	0	0	0	0
ZNRF4	0	0	0	8.31	0	0	0	0	0	0	0	0	0	4.45	0
SP7	0	0	0	0	6.34	0	0	0	0	0	0	0	0	0	0
NPTX2	0	0	0	8.3	30.3	0	0	12.01	0	0	0	0	0	4.45	13.29
SPAG16	0	0	0	8.27	0	0	0	0	2.97	0	0	3.7	0	0	0
C20orf112	0	0	0	8.27	0	0	0	0	0	0	0	0	0	0	0
EMID1	0	0	0	0	0	0	0	0	0	0	5.81	0	0	0	0
CCDC67	0	0	0	8.25	4.02	0	0	0	0	0	0	0	0	0	0
HOXC4	0	0	0	6.55	0	0	0	0	0	0	0	0	0	0	10.49
SYT7	0	0	0	0	0	0	0	24.83	0	0	0	0	0	13.79	0
MOSPD1	0	0	0	8.1	0	0	0	0	0	0	0	0	0	0	0
PCGF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF16	0	0	0	8.07	0	0	0	0	0	0	0	0	0	0	0
ZNF138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNGR3	0	0	0	7.95	0	39.79	0	0	0	0	42.87	32.01	14.95	34.07	38.2
NPIPB6	0	0	0	7.94	0	0	0	0	0	0	0	0	0	0	0
RBM41	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	0
SLITRK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERE	0	0	0	7.92	0	1.42	1.61	0	0	0	0	0	1.06	0	0
JAKMIP2	0	0	0	0	0	0	2.93	0	0	0	2.77	2.76	0	0	0
CLEC18A	0	0	0	7.87	0	0	0	0	4.23	0	0	0	0	0	0
TBL1X	0	0	0	0	0	7.82	0	0	0	0	0	0	0	3.35	0
GH1	0	0	0	7.85	0	0	0	0	0	69.4	0	0	0	0	0
RNF216	0	0	0	7.85	0	0	0	0	0	0	0	0	1.85	0	0
INSL6	0	0	0	7.85	0	0	0	0	0	0	0	0	0	0	0
SKP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf62	0	0	0	7.77	0	0	0	0	8.36	0	0	0	7.3	0	0
MMACHC	0	0	0	6.15	0	0	0	0	0	0	0	0	0	0	0
FAM87A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RND2	0	0	0	7.69	0	0	0	0	0	0	0	0	0	0	0
SLC2A8	0	0	0	7.68	0	14.42	0	0	0	0	0	0	3.61	0	6.15
DBF4	0	0	0	7.62	0	0	0	0	0	0	0	0	0	0	4.07
NOG	0	0	0	7.57	0	0	0	0	0	0	0	0	0	0	0
TMPRSS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDR2	0	0	0	7.53	0	0	0	0	0	0	0	0	0	0	0
PRR16	0	0	0	0	0	0	0	0	0	0	0	0	5.59	0	0
SCAMP5	0	0	0	7.48	0	0	0	0	0	0	0	0	0	0	0
NIPAL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYND19	0	0	0	7.38	0	0	0	0	0	0	0	0	0	0	0
BBC3	0	0	0	7.36	0	0	0	0	0	0	0	0	0	0	0
SLC5A3	0	0	0	7.35	0	0	0	0	0	0	0	0	0	0	0
SFRP2	0	0	0	0	0	0	8.29	16.87	0	0	7.86	0	0	6.25	0
PPP2R3C	0	0	0	7.32	0	0	0	0	0	0	0	0	0	0	0
FADS3	0	0	0	0	0	4.78	0	0	0	0	0	0	0	0	0
LYPD4	0	0	0	7.29	0	0	0	0	0	0	0	0	0	0	0
LAPTM4A	0	0	0	7.28	0	0	0	0	0	0	0	0	0	0	0
EURL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMBIM4	0	0	0	7.24	0	0	0	0	0	0	0	0	0	0	0
SOX12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC103	0	0	0	7.18	0	0	0	0	0	0	0	0	0	0	0
C9orf72	0	0	0	7.18	0	0	0	0	0	0	0	0	0	0	0
C17orf64	0	0	0	7.18	0	0	0	0	0	0	0	0	0	0	0
TNFSF12	0	0	0	7.17	0	0	0	0	0	0	0	0	0	0	0
SLC26A8	0	0	0	7.16	0	0	0	0	0	0	0	0	0	0	0
C4orf47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPBAP1	0	0	0	7.07	0	0	0	0	0	0	0	0	0	0	0
OR14A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC1	0	0	0	7.04	0	0	0	0	0	8.29	0	6.3	2.21	0	0
FAM83F	0	0	0	7.03	5.14	0	0	5.09	0	0	0	0	0	7.54	5.64
HEYL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP19	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
RBMY1E	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
RBMY1B	0	0	0	6.99	0	0	0	0	0	0	0	0	0	0	0
ZSCAN5A	0	0	0	6.99	0	0	0	0	0	0	0	0	0	0	0
ULBP3	0	0	0	6.98	0	0	0	0	0	0	0	0	0	0	0
EDIL3	0	0	0	0	0	0	10.33	15.76	0	0	4.89	0	0	3.89	0
SOX9	0	0	0	6.95	0	0	0	5.03	3.74	0	0	0	0	0	0
PTPDC1	0	0	0	6.93	0	0	0	0	0	0	0	0	0	0	0
PIK3IP1	0	0	0	6.91	0	0	0	0	0	0	0	0	0	0	0
FSCN3	0	0	0	6.89	0	0	0	0	0	0	0	0	0	0	0
KBTBD2	0	0	0	2.74	0	0	0	0	0	0	0	0	0	0	0
MED6	0	0	0	6.87	0	0	0	9.94	0	0	0	0	0	0	0
BPIFA3	0	0	0	6.86	0	0	0	0	0	0	0	0	0	0	0
RNF41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENPP5	0	0	0	3.57	0	0	0	0	0	0	0	0	0	0	0
OR2T35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.65
SPATA9	0	0	0	6.79	0	0	0	0	7.31	0	0	0	0	0	0
OSMR	0	0	0	0	0	2.21	0	0	0	0	0	0	0	0	0
SPAM1	0	0	0	6.75	0	0	0	0	0	0	0	0	0	0	0
RNF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD9	0	0	0	0	0	0	7.61	0	0	0	0	0	0	0	0
PI15	0	0	0	6.71	0	0	0	0	0	0	0	0	0	14.39	0
SATL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4X1	0	0	0	6.63	0	0	0	4.8	0	0	0	0	6.23	3.55	0
ZNF843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSDP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MELK	0	0	0	0	0	3.27	0	0	8.44	0	0	0	0	0	0
PHOX2A	0	0	0	6.58	0	0	0	0	0	0	8.87	0	6.19	0	0
ZNF689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB5R4	0	0	0	6.56	0	0	0	0	0	0	0	13.22	0	3.52	0
DRAM2	0	0	0	6.56	0	8.21	0	18.98	0	0	0	0	0	7.03	0
TYW3	0	0	0	6.55	0	0	0	0	0	0	0	0	0	0	0
NT5C1B-RDH14	0	0	0	6.49	0	0	0	0	0	0	0	0	0	0	0
ACVR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF139	0	0	0	2.57	0	3.21	0	0	0	0	0	0	0	0	0
CCSAP	0	0	0	6.46	0	0	0	0	0	0	0	0	0	0	0
CHODL	0	0	0	6.41	0	0	0	0	0	0	0	0	0	0	0
SNX11	0	0	0	6.41	0	0	0	9.28	0	0	0	0	0	0	0
ZNF367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCNR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBXN10	0	0	0	6.33	0	0	0	0	0	0	0	0	0	0	0
TFEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARV1	0	0	0	6.28	0	0	0	0	0	0	0	0	0	0	0
SIRT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf43	0	0	0	6.24	0	0	0	0	3.35	0	4.2	0	0	0	0
CDC6	0	0	0	6.22	0	0	0	0	0	0	0	0	0	0	0
AQP12A	0	0	0	6.2	0	0	0	44.87	0	0	0	0	0	0	0
AGAP11	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91	0
KLHL18	0	0	0	6.13	0	0	0	0	0	0	0	0	0	3.29	0
RSPH3	0	0	0	6.13	0	0	0	0	0	0	0	0	0	0	0
HOXD8	0	0	0	6.12	0	0	0	0	0	0	0	0	0	0	0
FAM78A	0	0	0	6.1	0	0	0	0	0	0	0	0	0	0	0
C2orf42	0	0	0	6.09	0	0	0	0	0	0	0	0	0	0	0
LRRC31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTPBP8	0	0	0	6.07	0	0	0	0	0	0	0	0	0	0	0
TRAF3	0	0	0	6.05	0	0	0	0	0	0	0	0	0	0	0
ROGDI	0	0	0	6.05	0	0	0	0	0	0	0	0	0	0	0
ZDHHC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO24	0	0	0	6.01	0	0	0	0	0	0	0	0	0	3.22	0
SIGLEC12	0	0	0	6.01	0	3.76	0	0	0	0	0	0	0	0	0
TNFSF10	0	0	0	6	0	0	0	0	0	0	0	0	0	12.87	0
LRRC8D	0	0	0	5.96	0	7.46	0	2.88	0	0	0	0	0	0	0
CR1L	0	0	0	0	0	0	4.43	0	0	0	0	8.36	0	0	0
SH2D3A	0	0	0	0	0	0	4.4	8.95	0	0	0	0	0	0	0
KLHL12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUSL1	0	0	0	5.87	0	0	0	0	0	0	0	7.88	0	0	0
TNFRSF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICOSLG	0	0	0	5.85	0	0	0	0	0	0	0	0	0	0	0
ELOVL7	0	0	0	5.85	0	0	8.33	0	0	0	0	0	0	0	0
DTWD2	0	0	0	5.84	0	0	0	8.45	0	0	0	0	0	0	0
ZBTB46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT12	0	0	0	5.83	0	0	0	0	0	0	15.73	0	0	0	0
MAB21L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBR2	0	0	0	0	0	0	0	4.37	0	0	0	0	0	0	0
DLL3	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24	0
CSRNP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHBDL2	0	0	0	5.74	0	0	0	0	0	0	0	0	0	0	0
SERPINB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf57	0	0	0	5.72	0	0	0	0	0	0	0	0	0	0	0
NR2F6	0	0	0	4.54	0	0	0	6.57	0	0	0	0	0	4.87	0
FAM53C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKBIL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR89	0	0	0	0	0	0	0	19.61	0	0	0	0	0	0	0
HYLS1	0	0	0	5.68	0	0	0	0	0	0	0	0	0	0	0
ENC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA17	0	0	0	0	0	0	0	0	0	0	0	0	4.22	0	0
NIPA1	0	0	0	5.65	8.25	0	8.04	8.17	0	0	7.61	0	0	6.05	0
STK16	0	0	0	5.63	0	0	0	8.15	0	0	0	0	0	0	0
C1QTNF9	0	0	0	5.63	0	0	0	0	0	0	0	0	0	0	0
ALKBH1	0	0	0	0	0	0	0	6.44	0	0	0	0	0	0	0
PRPS1L1	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0
EPS8L3	0	0	0	0	0	0	0	0	0	0	19.68	27.43	0	0	0
SLC7A6OS	0	0	0	5.57	0	0	0	8.06	0	0	7.51	7.48	0	5.97	0
WWTR1	0	0	0	0	0	0	0	6.41	0	0	0	0	0	0	0
INCENP	0	0	0	5.55	0	0	2.63	0	0	0	0	0	1.74	0	0
OR56A5	0	0	0	5.53	0	0	0	0	0	0	0	0	0	0	0
PITX2	0	0	0	5.52	0	0	0	0	0	0	0	0	0	0	0
OR2T27	0	0	0	5.49	0	0	0	0	0	0	0	0	0	0	0
ILDR2	0	0	0	5.48	0	0	0	0	0	9.69	0	0	0	0	0
SLC6A3	0	0	0	0	0	0	4.06	0	0	0	0	0	0	0	0
ZNF85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU3F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM166A	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0
RNF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf65	0	0	0	5.39	0	0	0	0	0	0	0	0	0	0	0
PAQR3	0	0	0	5.39	0	0	0	0	0	0	0	0	0	0	0
TMEM59	0	0	0	5.39	0	0	0	0	0	0	7.26	0	0	0	0
ADORA1	0	0	0	5.34	0	0	0	0	0	0	0	0	0	0	0
BCL2L14	0	0	0	5.33	0	0	0	0	0	0	0	0	0	0	0
C16orf59	0	0	0	0	0	0	0	0	0	7.43	0	0	0	0	0
PELI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPS1	0	0	0	0	0	0	0	3.99	0	0	0	0	1.3	0	0
CCDC92	0	0	0	5.28	0	0	0	7.64	0	0	7.12	0	0	5.66	0
KCNK12	0	0	0	0	0	0	0	6.02	0	0	0	0	0	0	0
TRIM41	0	0	0	0	0	0	0	3.94	0	0	0	0	0	0	0
TRIM59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf91	0	0	0	5.19	0	0	0	0	0	0	0	0	0	0	0
SPATC1L	0	0	0	5.19	0	0	0	0	0	0	0	0	0	0	0
KLHDC8B	0	0	0	5.18	0	0	0	0	0	0	0	0	0	0	0
CCDC54	0	0	0	5.15	7.52	0	0	0	0	0	0	0	0	0	0
C16orf93	0	0	0	5.15	0	0	0	0	0	0	0	0	0	0	0
UBASH3B	0	0	0	0	3.92	0	0	0	0	0	3.62	0	2.52	0	0
GRAMD1C	0	0	0	5.13	0	0	0	0	0	0	0	0	0	0	0
GALNT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EID3	0	0	0	5.11	0	0	0	0	0	0	0	0	0	0	0
NDEL1	0	0	0	5.09	0	0	0	7.36	0	0	6.86	0	0	0	0
RPUSD3	0	0	0	5.07	0	0	0	0	0	0	0	0	0	0	0
OR51F2	0	0	0	5.07	0	0	0	0	0	0	0	0	0	0	0
PDIK1L	0	0	0	5.06	0	0	0	0	0	0	0	0	0	5.43	0
ARL13B	0	0	0	0	0	0	0	0	8.63	0	0	0	3.77	0	0
CCDC166	0	0	0	0	5.85	0	0	0	0	0	0	0	0	0	0
KLF3	0	0	0	5.03	0	0	0	0	5.41	0	0	0	0	0	0
NT5DC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK40	0	0	0	0	0	0	0	0	0	0	0	0	3.74	0	0
IZUMO1	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0
WDR53	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0
LRIT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18
TBC1D14	0	0	0	4.99	0	0	0	0	0	0	0	0	0	0	0
IP6K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST3GAL1	0	0	0	4.99	0	0	7.11	7.23	0	0	0	0	0	5.35	24.01
FAM90A9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM90A5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT6	0	0	0	4.91	0	0	0	0	0	0	0	0	0	0	0
ROBO2	0	0	0	1.29	0	0	1.84	0	0	0	0	0	0	2.77	0
SPRED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPAR3	0	0	0	4.86	0	0	0	0	0	0	0	0	0	0	0
GRAMD1A	0	0	0	4.84	0	0	0	3.5	0	0	0	0	0	0	0
DCAF12L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPN1MW	0	0	0	4.81	0	0	0	0	5.17	0	0	0	0	0	0
PPFIA4	0	0	0	0	3.65	0	0	0	10.76	0	0	0	0	2.68	0
SHISA8	0	0	0	0	0	4.75	0	0	0	6.71	0	0	0	0	0
FBXO30	0	0	0	4.74	0	0	3.38	0	0	0	6.39	0	2.23	2.54	0
ANKRD65	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0
TBPL2	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0
B3GALT4	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0
ALS2CR12	0	0	0	0	0	0	0	0	0	0	5.02	0	0	0	0
TGM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM11	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0
PAK7	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0
SELL	0	0	0	4.63	0	0	0	0	0	0	0	0	13.05	0	0
GDF10	0	0	0	3.67	0	0	0	0	0	6.49	0	0	0	0	0
LPHN3	0	0	0	0	1.76	0	0	0	0	0	0	0	0	0	0
GFOD2	0	0	0	4.62	0	0	0	0	0	0	0	0	0	0	0
RIMKLB	0	0	0	4.6	0	0	0	0	0	0	0	0	0	0	0
RNF13	0	0	0	4.56	0	0	0	0	0	0	0	0	0	4.89	0
PIGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC3	0	0	0	4.53	0	0	6.45	0	0	0	0	0	0	0	0
ANKH	0	0	0	0	0	0	0	5.21	0	0	0	0	0	0	0
NECAB2	0	0	0	4.52	0	0	0	6.54	0	0	0	0	0	0	0
SYNJ2	0	0	0	0	0	0	0	6.83	0	4.17	1.59	4.75	3.33	1.26	0
SLC2A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE3D	0	0	0	4.47	0	0	6.36	0	4.81	0	0	0	0	0	0
KCNAB3	0	0	0	4.47	0	0	0	0	0	0	0	0	0	0	0
LMBR1	0	0	0	0	0	13.3	0	0	0	0	0	0	0	0	0
RPS6KA6	0	0	0	0	0	0	0	0	0	0	6.28	0	0	0	0
ZNF287	0	0	0	4.46	0	0	0	0	0	0	0	0	2.1	0	0
FBXL13	0	0	0	0	0	0	0	0	0	12.33	0	3.12	2.19	0	0
B4GALT3	0	0	0	4.44	0	0	0	0	0	0	0	0	0	0	0
MAGEB6	0	0	0	4.44	0	0	0	0	0	0	0	0	0	0	0
DDI1	0	0	0	4.42	0	0	0	0	0	0	0	0	0	0	0
BSPRY	0	0	0	4.4	0	0	0	0	0	0	0	0	0	0	0
IL17RB	0	0	0	0	0	0	0	0	0	0	4.71	0	0	0	0
KIAA0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD3	0	0	0	4.39	0	2.75	0	0	0	0	0	0	0	0	0
ETNK2	0	0	0	4.36	0	0	0	0	0	0	0	0	0	0	0
KIF9	0	0	0	4.34	0	0	0	0	0	0	0	0	0	0	0
TBC1D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	0	0	0	4.31	0	0	0	0	0	7.61	0	0	0	0	0
UBXN11	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	0
ASTL	0	0	0	4.25	0	0	0	0	0	0	0	0	0	0	0
CCNL2	0	0	0	3.36	0	0	0	0	0	0	0	0	0	0	5.38
TRIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS3	0	0	0	4.21	0	0	0	0	0	0	0	0	0	0	0
ZP3	0	0	0	4.15	0	0	0	0	0	0	0	0	0	0	0
SLC39A10	0	0	0	4.15	0	0	0	0	0	0	0	0	0	6.67	0
HMBOX1	0	0	0	4.13	0	0	0	0	0	0	0	0	0	0	0
LILRA3	0	0	0	4.11	0	0	11.7	5.95	0	0	11.09	0	0	4.41	0
SLC30A4	0	0	0	4.11	0	0	0	0	0	0	0	0	0	0	0
PMS2P1	0	0	0	4.11	0	0	0	0	0	0	0	0	0	0	0
SYT1	0	0	0	4.1	0	107.82	0	0	4.41	0	27.66	16.52	0	13.19	0
PSTPIP1	0	0	0	4.1	0	15.4	0	5.94	0	0	0	0	0	0	0
UST	0	0	0	4.09	0	0	0	0	0	0	0	0	0	0	0
RAD9B	0	0	0	4.08	0	0	0	0	0	0	0	0	0	0	0
SMEK3P	0	0	0	4.08	0	0	0	0	0	0	0	0	0	0	0
HS6ST1	0	0	0	4.05	0	0	5.76	5.86	0	0	0	0	0	8.67	0
EFR3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM130	0	0	0	4.04	0	0	0	0	0	7.14	0	0	0	0	0
SOBP	0	0	0	0	0	0	0	0	0	0	0	5.65	0	0	3.37
SLC35A5	0	0	0	4.02	0	0	0	0	0	0	0	0	0	4.31	0
P4HA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO3A	0	0	0	1.05	1.53	0	0	0	0	0	0	0	0	0	0
EGFL6	0	0	0	0	0	0	0	0	0	0	0	0	2.99	0	0
GAL3ST1	0	0	0	4	0	0	5.7	0	0	0	0	0	0	0	0
TFE3	0	0	0	3.17	0	3.97	9.03	13.77	0	0	0	0	2.98	0	0
SLC17A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERICH1	0	0	0	3.98	0	14.96	0	0	0	0	0	0	3.75	0	0
GDPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSGA10IP	0	0	0	0	0	0	0	0	3.37	0	0	0	0	0	5.01
GRM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILDR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINF2	0	0	0	3.9	0	0	0	0	0	0	5.26	0	0	0	0
CNBD1	0	0	0	3.89	0	0	0	0	0	0	0	0	0	0	0
ZFYVE28	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0
TNKS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAS2	0	0	0	0	0	3.84	0	4.44	0	0	0	0	2.89	0	0
CFP	0	0	0	3.81	0	0	16.25	0	0	0	0	0	3.58	0	0
MKNK1	0	0	0	3.8	0	0	0	22.01	0	0	0	0	0	0	0
NOX1	0	0	0	0	0	0	0	0	0	0	4.06	0	0	0	0
NR0B1	0	0	0	3.77	0	0	0	0	0	0	0	5.07	0	0	0
AOAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FICD	0	0	0	3.77	0	0	0	5.46	0	0	0	0	0	0	0
TCHHL1	0	0	0	0	0	0	0	0	0	0	0	2.64	0	0	0
DACH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCG	0	0	0	3.76	0	0	0	0	0	0	5.07	0	0	0	0
DIRC2	0	0	0	3.75	0	9.38	0	0	0	0	0	0	0	0	12.01
ANKRD36C	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0
DSC3	0	0	0	0	0	2.44	0	0	0	89.7	0	0	9.18	8.37	0
GPBP1L1	0	0	0	3.73	0	0	0	5.4	0	0	0	0	0	0	0
CDH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2A1L	0	0	0	3.72	0	0	0	0	0	0	0	0	0	0	0
JMJD4	0	0	0	3.72	0	0	0	0	0	0	0	0	0	0	0
FRRS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGC5	0	0	0	0	0	0	2.73	0	0	0	0	0	0	0	0
CCDC178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPBP1	0	0	0	3.66	0	0	0	0	0	0	0	9.82	0	0	0
ZDHHC14	0	0	0	3.66	0	0	5.2	0	0	0	0	0	0	0	0
VGF	0	0	0	0	0	29.05	4.13	184.8	0	5.13	0	0	0	0	4.65
TIGD1	0	0	0	0	0	0	0	4.2	0	0	0	0	0	0	0
SCHIP1	0	0	0	3.65	0	0	0	5.28	0	0	0	0	0	0	5.85
LRRC6	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0
NR6A1	0	0	0	3.59	0	4.49	0	0	0	0	0	0	3.37	0	0
IFNGR1	0	0	0	3.59	0	0	0	0	0	0	0	0	0	0	0
RGS6	0	0	0	3.59	0	0	0	0	0	0	0	0	0	0	0
LRRC14	0	0	0	3.58	0	0	0	0	0	12.65	9.65	0	16.83	0	0
FGFRL1	0	0	0	3.58	5.23	0	0	0	3.85	0	0	0	0	0	0
IGHMBP2	0	0	0	3.58	0	0	0	0	0	0	4.82	0	0	0	0
ZNF177	0	0	0	3.56	0	0	0	0	0	0	0	0	0	0	0
AK8	0	0	0	3.55	0	0	0	0	0	0	0	0	0	0	0
TTC29	0	0	0	3.54	0	0	5.04	0	0	0	0	0	3.33	0	0
HIPK4	0	0	0	2.81	4.11	0	4	0	0	0	0	3.77	0	0	0
DDX12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLGAP3	0	0	0	0	0	2.3	0	0	0	0	0	0	1.73	0	2.95
C17orf53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDC8	0	0	0	0	8.16	0	0	0	0	0	0	0	0	0	0
