Protein	Description	Gene	H13_1	H13_2	H16_1	H16_2	H19_1	H19_2	H22_1	H22_2	H25_1	H25_2	H28_1	H28_2	H31_1	H31_2	H34_1	H34_2	H37_1	H37_2
Q68CR1	Protein sel-1 homolog 3	SEL1L3	31299.724609375	2791.298828125	82594.765625	32645.623046875	5162.0810546875	49931.81640625	44461.2578125	8366.580078125	12751.458984375	112573.28125	13135.8037109375	9936.138671875	56921.4609375	126874.6328125	11360.9501953125	67178.96875	23447.5078125	16093.7119140625
Q68CZ2	Tensin-3	TNS3	31544.994140625	61363.953125	28661.423828125	48225.10546875	25340.3203125	31817.69921875	35492.7578125	26242.421875	21722.130859375	92782.640625	39504.51171875	22271.541015625	21307.974609375	23741.994140625	66785.109375	24551.537109375	25953.52734375	35007.4609375
Q68D10	Protein SPT2 homolog	SPTY2D1	4887.365234375	3833.03076171875	0	6105.005859375	3651.12133789063	4165.8359375	6283.005859375	6280.19921875	5295.93701171875	4704.39306640625	4855.986328125	5623.1328125	7395.46435546875	4680.93115234375	7090.04443359375	7197.25830078125	0	3460.9462890625
Q68D38	Uncharacterized protein DKFZp686O15119 (Fragment)	DKFZp686O15119	163503.78125	156444.5	184948.265625	151378.234375	182313.875	207634.28125	150854.109375	167121.125	168959.53125	154503.765625	194141.625	265230.125	204813.34375	205143.296875	252157.90625	338401.09375	382212.25	417647.09375
Q68D85	Natural cytotoxicity triggering receptor 3 ligand 1	NCR3LG1	0	7931.98291015625	7178.76220703125	5467.990234375	7515.326171875	8213.0751953125	5894.759765625	7531.69384765625	7401.455078125	7517.8984375	7815.76318359375	5719.119140625	10283.3701171875	10158.0087890625	8652.232421875	9276.419921875	6244.853515625	0
Q68D91	Metallo-beta-lactamase domain-containing protein 2	MBLAC2	30004.44140625	36222.65625	32118.021484375	32423.912109375	47786.10546875	57106.83203125	27853.033203125	29820.7734375	55222.94140625	34048.78125	51346.453125	42714.5703125	37372.71875	36169.0703125	44312.078125	58392.91796875	38963.33984375	43647.9921875
Q68DQ2	Very large A-kinase anchor protein	CRYBG3	2232.75756835938	2718.21850585938	1809.91943359375	1701.90087890625	0	8686.451171875	0	1765.55322265625	1459.77612304688	0	0	0	0	11911.3046875	0	0	0	0
Q68E01	Integrator complex subunit 3	INTS3	14389.6748046875	13727.921875	17218.82421875	18100.11328125	17311.021484375	14099.103515625	18161.34765625	14123.30078125	14929.8623046875	11666.2802734375	11226.8525390625	16345.91015625	12208.607421875	17317.396484375	11895.3583984375	6931.88037109375	14577.9775390625	8650.482421875
Q68EM7	Rho GTPase-activating protein 17	ARHGAP17	42068.68359375	32075.70703125	39875.89453125	46615.64453125	38975.546875	37026.96484375	42720.05859375	53099.77734375	52296.74609375	40051.16796875	35615.08203125	52633.49609375	49320.359375	59080.7265625	47661.734375	48335.5859375	33436.37890625	38455.70703125
Q68GS6	Epidermal growth factor receptor (Fragment)	EGFR	24311.123046875	24380.328125	22550.333984375	27790.083984375	28938.42578125	25893.255859375	34263.09375	22072.7109375	22506.23046875	24815.798828125	19657.83984375	20144.857421875	19388.88671875	26968.09765625	21161.08984375	16690.951171875	14117.8330078125	17785.880859375
Q69YJ7	Uncharacterized protein DKFZp667H197 (Fragment)	DKFZp667H197	37149.1875	37216.609375	44437.96484375	46414.4609375	43617.1484375	40901.64453125	46817.29296875	43396.75390625	43590.7109375	42725.375	40082.875	31723.396484375	38748.3671875	31127.021484375	32571.33984375	35299.10546875	38593	23474.908203125
Q69YL0	Protein NCBP2AS2	NCBP2AS2	40285.0390625	13189.876953125	23878.681640625	40613.68359375	18406.634765625	19622.72265625	18644.572265625	38636.6640625	21853.873046875	18285.017578125	37322.625	17372.228515625	14337.7900390625	32726.0546875	18016.44921875	40725.421875	20442.853515625	17633.3515625
Q69YN4	Protein virilizer homolog	VIRMA	9653.3076171875	24159.619140625	18650.388671875	11732.91015625	15210.583984375	13463.8291015625	10881.2119140625	12774.751953125	14918.8203125	12474.2763671875	24807.4921875	20891.33203125	22607.984375	12047.4921875	32667.94921875	49343.4609375	35323.7734375	39050.67578125
Q6AI08	HEAT repeat-containing protein 6	HEATR6	7398.5244140625	7289.7646484375	10078.9365234375	7176.3359375	7811.27734375	8735.3095703125	6264.58984375	8866.849609375	9229.419921875	10625.3291015625	10493.978515625	11408.2890625	10484.3369140625	10443.4326171875	11243.6591796875	9681.57421875	8882.49609375	7845.58984375
Q6AZY7	Scavenger receptor class A member 3	SCARA3	10930.83203125	5320.82177734375	15803.5498046875	14098.6865234375	7270.16064453125	10011.6044921875	13861.7802734375	12283.46875	9165.27734375	10096.10546875	5455.14990234375	10369.5205078125	6296.54833984375	7346.7197265625	10726.7890625	0	0	0
Q6BCY4	NADH-cytochrome b5 reductase 2	CYB5R2	14193.2099609375	17037.224609375	30604.30078125	16950.95703125	13622.19921875	21889.310546875	22068.8984375	24688.798828125	19433.8125	20491.83984375	23769.376953125	16345.36328125	17488.029296875	20001.400390625	21978.134765625	23440.705078125	21745.685546875	15556.0732421875
Q6DD87	Zinc finger protein 787	ZNF787	18876.861328125	17981.341796875	18134.4140625	12889.390625	15386.228515625	14197.9091796875	15792.91796875	16340.1513671875	13135.3720703125	11427.8310546875	10749.6787109375	8134.66796875	10944.150390625	7377.5771484375	19872.90234375	4602.2900390625	5603.91650390625	4410.96630859375
Q6DKJ4	Nucleoredoxin	NXN	25495.10546875	30860.55859375	36179.32421875	24150.447265625	28516.078125	26447.658203125	26628.478515625	31786.431640625	26019.587890625	22113.2421875	24714.283203125	18008.982421875	20489.521484375	22959.95703125	36452.81640625	24482.525390625	34466.4453125	35810.98046875
Q6DN03	Putative histone H2B type 2-C	H2BC20P	2198946.5	1666738.875	2004516.125	3860564.5	2953995.25	3059389.25	801448.6875	1615857.75	1836963.5	2879877.75	1314515.75	1304679.125	974201	1500201.875	306412.71875	290132.9375	183086.96875	471933.4375
Q6E0U4	Dermokine	DMKN	0	0	46782.00390625	0	0	0	0	0	14810.5390625	0	0	13235.970703125	0	9954.658203125	5924.77392578125	0	0	0
Q6EMK4	Vasorin	VASN	214122.96875	240466.59375	266484.1875	273406	229017.375	235959.125	183137.734375	181677.96875	202279.578125	224952.421875	221235.09375	192660.890625	186918.328125	123243.6875	191780.640625	170579.390625	150690.703125	181830.046875
Q6FG99	RPLP1 protein	RPLP1	230735.703125	143604.25	383610.375	125027.890625	174726.8125	196689.828125	266071.15625	477708.65625	220120.109375	307490.34375	215635.921875	315541.75	281185.65625	216177.921875	242639.828125	379682.78125	441516.78125	360103.84375
Q6FGM0	SH3-domain GRB2-like 1	SH3GL1	95187.9296875	89431.5390625	116139.2890625	105333.5	104155.2265625	99447.21875	113471.296875	103674.734375	82899.8671875	88896.7265625	108878.15625	103323.5234375	94415.265625	92642.328125	108234.7421875	91871.3125	90132.78125	84856.125
Q6FHF7	RABGGTA protein (Fragment)	RABGGTA	22187.734375	22676.376953125	32487.0546875	28774.7734375	25255.578125	22544.072265625	25161.015625	32314.751953125	28831.43359375	30246.4921875	26728.4296875	26885.00390625	25937.8125	28260.07421875	35536.203125	29012.291015625	32732.400390625	34219.60546875
Q6FHJ9	COX5B protein (Fragment)	COX5B	1049103	1113120.375	1276914.5	986238.6875	982841.4375	1146302.625	980511.75	1029764.125	1019038.9375	751610.8125	1044301.4375	1011804.3125	878212.5625	651150.9375	1335331.75	1074299.375	1198552.875	850406.3125
Q6FHM4	COX5B protein	COX5B	943156.4375	1587848.125	1559389.75	1655305.125	1556145.75	1048485.6875	901879.875	872303.3125	2877597.75	1481505.625	1636372.375	1472623	3222017.5	2784129.75	1167752.75	2005087.125	3437107.5	1751280.5
Q6FHY4	N-ethylmaleimide-sensitive factor attachment protein, gamma, isoform CRA_b	NAPG	107148.1796875	106154.953125	109173.8984375	85083.6875	137760.578125	113647.7890625	107882.90625	116942.4453125	128695.671875	118704.453125	121666.546875	118193.5078125	93237.515625	115517.6171875	129342.6796875	108464.8203125	165506.390625	124194.515625
Q6FI54	RAB5B protein	RAB5B	428584.75	569781.5	543163.875	384994.875	386674.625	297329.34375	304855.46875	374942.75	347266.125	344549.375	455634.21875	349639.78125	379679.75	339257.25	430068.3125	449912.21875	474930.03125	465303.53125
Q6FI81	Anamorsin	CIAPIN1	16995.4140625	22562.51171875	22289.541015625	20820.84375	34162.7109375	17302.904296875	17552.55859375	16497.6640625	19470.5078125	18753.8984375	17043.3125	15560.2392578125	17247.310546875	16415.361328125	28033.8125	2299.15844726563	25773.37109375	11033.9013671875
Q6FI91	TSPYL protein	TSPYL	13004.76953125	9545.0849609375	13833.3818359375	15614.9541015625	14510.126953125	12803.3076171875	15638.1337890625	14322.66796875	14017.501953125	11290.283203125	11174.9677734375	8300.9853515625	17888.70703125	13186.15625	21900.67578125	0	9237.001953125	0
Q6FIA3	PACSIN2 protein	PACSIN2	106757.328125	119899.078125	144943.296875	109510.375	134894.0625	127608.5703125	125943.796875	106845.59375	125248.359375	131885.1875	151554.96875	141076.109375	169728.90625	139794.875	221094.015625	183013.390625	203734.328125	174562.578125
Q6FIC5	Chloride intracellular channel protein	CLIC4	210445.59375	219732.796875	237769.59375	208099.484375	227191.828125	214980.09375	222034.578125	238198.671875	188047.484375	169045.359375	214502.1875	206408.5	191966.859375	184820.125	206732.046875	207168.109375	232314.84375	215094.515625
Q6FIE5	PHP14 protein	PHP14	17680.919921875	23182.87109375	16661.294921875	19492.578125	15336.76171875	18727.697265625	12716.84375	13751.1611328125	12238.9912109375	15627.18359375	20415.44140625	18769.919921875	16949.41796875	20504.021484375	27780.162109375	26046.611328125	23762.447265625	24979.873046875
Q6FIG4	RAB1B protein	RAB1B	2060565.875	1917221.75	2648437.25	2304426.75	2509874.75	2505692	2327140.75	2441579.25	2543017.25	2727791	2499733.25	2849059.25	2419895.5	2883481.5	3155946.75	2709455.5	3122630.75	2466903.75
Q6FII1	Glutathione S-transferase kappa	LOC51064	246788.03125	293957.1875	197089.1875	252983.25	231051.578125	282964.8125	226174	240271.390625	237235.84375	212823.65625	251504.484375	253584.203125	245231	248690.046875	267955.625	296535.375	404400.375	273185.78125
Q6FII3	C14orf1 protein	C14orf1	25395.9765625	31673.15234375	34929.71875	32125.94140625	34178.79296875	32292.625	28245.5390625	30082.953125	36793.6328125	32565.408203125	39767.86328125	19199.642578125	48827.140625	52978.15625	64288.77734375	50041.66015625	49092.3359375	48742.51171875
Q6GMV3	Putative peptidyl-tRNA hydrolase PTRHD1	PTRHD1	9583.21875	23287.796875	10080.986328125	10182.83203125	10123.900390625	23576.220703125	21306.32421875	11486.36328125	8252.791015625	24219.296875	15009.798828125	34708.00390625	13310.78515625	23046.63671875	27291.625	25839.91015625	14064.25390625	23239.740234375
Q6GQQ9	OTU domain-containing protein 7B	OTUD7B	405.572906494141	580.946533203125	10062.9677734375	13214.6259765625	3013.74755859375	18449.494140625	8886.4853515625	15172.423828125	7780.8759765625	10128.9951171875	0	5300.578125	12541.4912109375	8813.197265625	0	14671.373046875	0	0
Q6GX22	TRIM1 beta		332658.65625	819.397705078125	1144.96313476563	103751.5	691.441467285156	0	67924.4140625	0	105289.5390625	800.031188964844	0	0	0	0	0	0	1264.99951171875	0
Q6GYA4	Selenoprotein S	SELS	36350.11328125	34829.65234375	51977.41015625	37276.92578125	55872.95703125	38654.23828125	44091.21484375	52533.58984375	64366.125	42969.83984375	54174.984375	47098.69921875	36966.9609375	43716.96875	72959.921875	34885.37109375	67362.2734375	57119.64453125
Q6I9T8	Serine/threonine-protein phosphatase	PPP2CA	34765.73828125	33353.296875	35223.78125	33996.64453125	26771.4296875	29260.890625	36000.953125	35597.515625	29439.39453125	31467.74609375	26515.580078125	28769.49609375	29174.548828125	34186.796875	63188.140625	65183.49609375	58851.04296875	67080.6796875
Q6IA69	Glutamine-dependent NAD(+) synthetase	NADSYN1	29217.74609375	3195.3134765625	6917.63818359375	5595.38916015625	5497.65478515625	5103.66845703125	4382.39892578125	0	4226.19384765625	5448.2177734375	7204.1611328125	7733.29443359375	6996.234375	5774.609375	7309.17578125	7361.39013671875	9168.0458984375	6393.65625
Q6IA86	Elongator complex protein 2	ELP2	13049.69140625	11529.720703125	11386.5654296875	13563.1728515625	11873.03125	15658.7431640625	15790.63671875	14739.0498046875	15400.33984375	18568.140625	19048.21484375	19652.287109375	19658.9296875	14527.4755859375	13351.9404296875	11221.0595703125	11189.7451171875	20034.9609375
Q6IAA8	Ragulator complex protein LAMTOR1	LAMTOR1	246411.46875	237377.34375	219226.203125	225915.390625	245849.078125	272187.75	275194.59375	288198	305289.8125	295785.21875	299066.875	321081.96875	379415.40625	407224.875	371844.9375	400935.90625	329834	310229.28125
Q6IBS0	Twinfilin-2	TWF2	55970.33203125	71181.9921875	70576.2421875	59616.078125	54670.8203125	61412.78515625	56758.26171875	62185.54296875	53427.2421875	53598.140625	56728.5546875	54797.17578125	54163.0703125	55006.06640625	62146.06640625	59750.0546875	51480.12109375	57269.64453125
Q6IBU4	SDF2 protein	SDF2	21148.39453125	22877.05859375	14158.8681640625	21290.322265625	21566.099609375	18250.375	18275.341796875	14733.6572265625	18827.767578125	21255.263671875	22913.935546875	23604.1015625	27894.220703125	28402.265625	17504.228515625	18944	16392.28515625	18925.9765625
Q6IC98	GRAM domain-containing protein 4	GRAMD4	5023.01611328125	4576.21630859375	2631.27514648438	2457.1533203125	2981.07446289063	4731.654296875	4322.20751953125	4592.12158203125	4265.37744140625	0	7298.6865234375	5393.21337890625	7540.89453125	8364.0732421875	8311.7822265625	8677.4248046875	6800.7177734375	5818.64990234375
Q6IE81	Protein Jade-1	JADE1	7045.92578125	8446.419921875	3395.103515625	10381.6640625	12607.8310546875	3424.37548828125	7852.818359375	4455.7724609375	12271.0830078125	28548.310546875	3024.90478515625	9943.1083984375	0	837.269897460938	0	0	0	0
Q6IEH8	Nipped-B protein	NIPBL	29019.923828125	25542.271484375	17553.4140625	32925.859375	31781.873046875	32860.51953125	36676.96875	50633.99609375	47073.87890625	31239.365234375	44255.12109375	43623.78125	16570.57421875	90227.5	47631.83984375	57167.83984375	82513.1484375	64731.22265625
Q6IN84	rRNA methyltransferase 1, mitochondrial	MRM1	27099.7265625	23386.1484375	27025.34375	25624.265625	23022.546875	26613.333984375	27045.099609375	26463.671875	27142.84375	25944.810546875	25663.90234375	24851.900390625	23655.599609375	24846.869140625	23861.3046875	19657.443359375	22715.138671875	20224.61328125
Q6IPU0	Centromere protein P	CENPP	7325.7177734375	0	4558.11083984375	0	5363.9111328125	7024.875	7059.615234375	0	0	0	0	0	0	0	0	0	0	0
Q6JQN1	Acyl-CoA dehydrogenase family member 10	ACAD10	24521.68359375	31103.310546875	13240.017578125	13567.2392578125	17039.072265625	32031.201171875	20229.37109375	13597.31640625	7542.29541015625	14577.6376953125	8940.50390625	10296.142578125	9925.34375	16126.767578125	20869.3671875	14680.2265625	7666.8701171875	12406.3232421875
Q6KCM7	Calcium-binding mitochondrial carrier protein SCaMC-2	SLC25A25	5856.45849609375	24300.19140625	6028.65283203125	20316.5078125	7949.01171875	11655.5546875	13019.775390625	14169.17578125	17289.64453125	10161.4326171875	14688.0048828125	17640.77734375	12190.068359375	10706.634765625	29364.0546875	16328.310546875	23821.5078125	21042.517578125
Q6L8Q7	2,5-phosphodiesterase 12	PDE12	26773.369140625	29607.173828125	33664.2109375	34382.921875	25080.115234375	31498.48046875	32894.1875	36138.828125	32891.671875	26024.1484375	29105.11328125	23972.12109375	36629.43359375	27861.388671875	35427.09765625	27373.76953125	41430.03125	39898.98046875
Q6LAF9	Cathepsin B (Fragment)		16643.1953125	18772.6328125	23326.125	18610.96875	23808.58203125	19576.234375	16164.357421875	19307.6953125	15206.61328125	16060.880859375	30287.640625	31590.705078125	28708.1953125	17505.25390625	44111.171875	49825.265625	24798.625	58232.49609375
Q6LC01	Tubulin beta chain (Fragment)		4567170	4808167.5	6230707	6359928	5991645	5061364.5	8195846	1602643.125	637289.9375	7916102	939484	1583544.875	6192069	2326452	1232434.625	5577548	587489.3125	3793712.75
Q6LEU0	STX12 protein (Fragment)	STX12	134883.171875	167513.09375	183771.3125	167724.421875	185912.9375	172300.421875	196419.5625	197139.21875	215989.609375	189859.421875	196475.796875	218221.578125	247962.21875	233813.25	255794.65625	310902.125	335948.6875	244986.140625
Q6MZL2	Uncharacterized protein DKFZp686M0562 (Fragment)	DKFZp686M0562	21019.091796875	36583.0078125	28241.353515625	21167.76953125	15881.1884765625	19909.271484375	18238.109375	18959.09375	19596.509765625	20258.767578125	31833.154296875	19631.349609375	24851.765625	21295.208984375	33620.19140625	32754.3515625	45339.24609375	46862.875
Q6MZP1	Uncharacterized protein DKFZp686D20222	DKFZp686D20222	12612.6796875	13095.728515625	0	13841.6728515625	15910.8466796875	13919.775390625	14734.318359375	12701.521484375	13254.78515625	13608.8564453125	14101.384765625	13700.73046875	14673.205078125	17806.08984375	19095.568359375	16834.75390625	23517.044921875	18820.052734375
Q6MZP7	Protein lin-54 homolog	LIN54	10435.55078125	6405.92236328125	6757.4658203125	11195.0517578125	13000.150390625	13083.39453125	11351.283203125	13214.462890625	10374.994140625	11385.767578125	3192.52221679688	6966.0556640625	0	3570.2080078125	0	0	0	0
Q6MZS5	Uncharacterized protein DKFZp686A13234 (Fragment)	DKFZp686A13234	11074.7666015625	10033.7880859375	5117.13134765625	4843.40576171875	10867.1552734375	13380.8486328125	14598.8115234375	15277.1728515625	9908.69921875	0	6642.24169921875	0	18411.751953125	2158.2216796875	8966.1923828125	9979.06640625	0	10382.0966796875
Q6N075	Molybdate-anion transporter	MFSD5	26689.58984375	68032.3515625	30919.3984375	93938.53125	26424.615234375	91076.78125	84637.6875	83951.359375	90421.3359375	18902.330078125	82846.265625	21763.68359375	79089.015625	75284.734375	121275.0078125	53266.015625	39964.90625	30953.74609375
